N,F0,PER,d0,v0,collision,attack
9,-6,0.1,9.353001,41,0,1
6,-6,0.67,8.977,29,0,1
5,-6,0.39,5.038,72,1,0
7,-8,0.84,8.259,59,1,0
6,-1,0.44,6.12,63,0,0
9,-6,0.31,6.744,24,0,1
6,-3,0.91,10.818,80,1,1
4,-4,0.8,8.98,51,1,0
3,-5,0.49,7.738,44,0,0
9,-6,0.12,9.027,44,0,1
8,-1,0.4,6.653,54,0,1
4,-4,0.05,7.577,11,0,0
6,-8,0.41,7.008,64,0,0
6,1,0.35,9.496,53,0,1
6,-8,0.67,7.341,39,0,0
3,-8,0.74,6.278,63,0,0
8,-5,0.79,6.022,23,1,1
5,-8,0.24,6.23,83,0,0
7,-3,0.31,4.188,89,0,0
9,0,0.72,8.68,89,1,1
10,-4,0.51,6.887,62,1,1
10,-6,0.7,5.776,78,1,0
5,-2,0.77,6.594,75,1,1
6,-2,0.97,10.549,30,1,1
6,-7,0.65,7.742,44,0,0
7,-2,0.06,7.312,35,0,0
6,-2,0.58,7.204,12,0,0
4,-5,0.36,5.954,22,0,0
10,1,0.05,6.505,35,1,1
9,-8,0.7,5.229,71,1,0
9,0,0.63,6.328,63,1,1
6,-3,0.34,5.181,55,1,1
8,-1,0.54,7.199,85,0,0
10,-7,0.23,5.183,65,1,0
6,-4,0.83,7.854,31,1,0
3,-8,0.24,8.317,81,0,0
8,-5,0.6,7.557,57,0,0
4,-1,0.13,5.853,33,0,1
7,-7,0.84,5.887,30,1,0
9,-1,0.82,9.1779995,13,1,1
7,-7,0.13,7.601,61,0,0
6,-7,0.92,7.99,85,1,0
7,-1,0.71,9.896,85,1,1
3,-1,0.77,9.078,88,1,1
6,-4,0.82,4.605,18,1,0
5,-3,0.76,10.571,63,0,1
6,-5,0.46,7.881,78,0,0
10,-6,0.45,7.997,79,1,0
7,-5,0.9,8.613,44,1,1
9,-8,0.34,5.693,14,0,0
10,0,0.57,7.505,22,1,1
4,-7,0.64,8.624,17,0,0
6,-2,0.95,7.34,30,1,1
6,0,0.83,9.329,81,1,1
6,-5,0.6,8.115,64,0,1
9,-5,0.18,7.449,46,1,1
7,-3,0.67,5.123,30,1,0
10,-5,0.94,9.372,79,1,1
3,-6,0.25,6.832,70,0,0
10,-4,0.29,8.077,83,1,0
9,-4,0.97,6.011,19,1,1
7,-2,0.46,4.827,33,0,0
6,-2,0.68,7.562,75,1,0
8,-6,0.8,8.43,46,1,1
8,0,0.2,9.181,86,0,1
10,-7,0.69,5.452,73,1,0
5,-8,0.3,6.404,82,1,0
4,-6,0.8,10.932,81,1,1
9,-3,0.13,7.742,20,0,1
4,-3,0.34,6.435,86,0,0
9,0,0.4,10.334,74,1,1
4,-2,0.56,5.922,26,0,0
8,-2,0.84,4.593,79,1,0
3,-5,0.03,5.092,14,0,1
8,-7,0.76,7.461,77,1,0
7,-3,0.54,6.527,52,0,0
10,-4,0.7,10.845,52,1,1
9,1,0.7,7.583,53,1,1
6,-2,0.43,4.167,63,0,0
5,-4,0.9,7.893,62,1,0
3,-1,0.87,7.751,29,1,0
5,0,0.7,7.571,58,1,1
9,-5,0.33,6.938,42,0,1
9,-2,0.79,4.064,68,1,0
9,-3,0.73,4.767,39,1,0
3,-7,0.14,7.939,33,0,0
6,-6,0.96,8.593,15,1,0
9,-3,0.35,7.274,85,1,0
5,-3,0.9,6.007,47,1,1
4,-1,0.99,7.703,15,1,0
7,-1,0.68,6.595,73,1,1
3,-2,0.68,5.439,17,0,0
9,1,0.24,7.727,67,1,1
4,-7,0.95,4.089,87,1,0
10,-6,0.47,8.294001,89,1,1
6,-3,0.95,9.933001,66,1,1
9,-6,0.59,9.216,58,1,1
9,-4,0.08,6.413,87,1,1
7,-3,0.93,9.85,67,1,1
9,-5,0.61,7.21,73,1,1
4,-2,0.42,8.84,51,0,0
10,-2,0.84,8.082,38,1,1
10,-4,0.35,5.128,83,1,0
3,-2,0.51,5.497,64,0,0
8,-2,0.4,7.696,72,0,1
10,-3,0.92,6.582,59,1,1
8,-1,0.77,10.424,88,1,1
8,-5,0.76,5.069,74,1,0
9,-6,0.14,4.323,59,0,0
9,-7,0.55,5.467,66,0,0
10,-3,0.34,7.295,65,1,0
5,-2,0.5,6.695,60,0,0
3,-6,0.87,8.525,56,1,1
10,-8,0.2,5.441,79,1,0
3,-5,0.12,7.123,31,0,0
5,0,0.77,10.067,60,1,1
10,-2,0.92,8.778,19,1,1
3,-6,0.15,8.219,31,0,1
10,-6,0.73,5.548,31,1,0
9,-6,0.85,7.54,14,1,1
9,-8,0.09,6.32,71,1,0
10,-4,0.33,9.666,89,1,1
9,-5,0.48,7.13,26,0,1
4,-1,0.2,5.245,52,0,0
7,-6,0.87,9.819,55,1,1
3,-8,0.79,5.888,57,0,0
10,-4,0.03,9.491,52,1,1
4,-3,0.4,6.656,50,0,0
8,-4,0.34,4.917,55,0,0
7,-3,0.16,9.083,10,0,1
9,-5,0.12,8.442,26,0,0
8,-6,0.36,10.379,85,0,1
4,-6,0.8,8.849,52,1,1
10,-6,0.39,6.254,59,1,1
6,-8,0.39,8.475,61,0,0
9,-8,0.43,6.159,36,0,0
6,-3,0.3,7.652,57,0,0
10,-6,0.13,6.567,88,1,1
9,-3,0.12,8.885,76,1,1
7,-3,0.67,8.532,34,0,1
7,-4,0.07,9.024,21,0,1
10,-6,0.97,6.435,18,1,1
4,-5,0.37,5.756,50,0,0
8,-7,0.93,5.854,52,1,0
3,-2,0.71,10.183,86,1,1
9,-1,0.27,10.063,10,0,1
9,-7,0.68,5.131,26,0,0
10,-7,0.94,8.743,34,1,0
8,-2,0.5,4.659,86,1,0
3,-7,0.08,5.139,64,0,0
9,-4,0.8,6.037,47,1,1
5,-7,0.42,8.641,80,0,0
10,-3,0.4,10.534,40,1,1
3,-1,0.13,6.683,12,0,1
3,1,0.97,8.357,58,1,1
6,-6,0.36,7.201,31,0,1
6,-3,0.97,10.001,51,1,1
9,-3,0.67,6.419,53,1,1
9,-6,0.01,10.36,53,0,1
8,-5,0.88,6.818,53,1,1
3,1,0.06,4.918,43,0,1
9,0,0.49,7.593,66,1,1
9,-2,0.26,8.537001,89,1,1
3,-6,0.66,4.002,68,0,0
7,-4,0.16,10.213,12,0,1
7,-3,0.25,8.506,38,0,0
10,-3,0.27,7.658,43,1,1
10,-3,0.32,8.988,13,1,1
8,-4,0.01,6.587,18,0,0
10,-2,0.26,5.777,73,1,0
3,-1,0.99,10.785,67,1,1
8,-5,0.29,8.742001,87,0,1
10,-4,0.43,9.1779995,38,1,1
7,-4,0.78,7.609,14,0,1
7,-5,0.45,6.812,82,0,1
8,-4,0.75,8.613,76,1,1
4,-3,0.54,4.939,55,0,0
7,-1,0.51,6.433,61,0,0
7,-4,0.62,6.238,37,0,1
8,1,0.69,9.6,85,0,1
5,-6,0.77,10.865,70,1,1
6,-4,0.3,8.08,54,0,0
4,-7,0.76,7.875,39,1,0
7,-8,0.34,6.986,84,0,0
9,-7,0.1,8.248,54,0,0
9,-7,0.67,5.708,21,1,0
10,-2,0.1,5.131,58,1,0
10,1,0.9,7.878,72,1,1
9,-3,0.2,6.743,29,0,1
3,-4,0.19,5.454,54,0,0
5,-8,0.91,7.375,81,1,0
5,-5,0.95,7.679,66,1,1
10,-3,0.7,8.665,28,1,1
7,-6,0.43,7.26,81,1,1
10,-2,0.71,6.473,28,1,0
10,-5,0.89,6.469,75,1,1
8,-3,0.84,10.021,75,1,1
9,-3,0.12,8.95,43,0,0
9,-3,0.47,8.151,66,1,1
4,-8,0.34,4.793,85,1,0
10,-3,0.03,7.692,40,1,1
9,-6,0.65,7.938,74,1,1
5,-1,0.66,4.489,22,0,0
4,0,0.04,8.128,63,0,1
9,-1,0.48,8.148,19,1,1
3,-3,0.91,9.908,66,1,1
7,-4,0.01,10.273,20,0,1
4,0,0.94,8.330999,89,1,1
5,-2,0.94,6.682,89,1,0
9,-7,0.11,8.658,67,0,0
10,-6,0.51,6.332,84,1,1
8,-7,0.41,4.347,45,0,0
9,-8,0.24,6.452,57,1,0
8,-3,0.77,10.182,43,1,1
6,-8,0.35,7.023,88,0,0
8,-4,0.41,8.659,87,0,1
5,-5,0.99,10.144,28,1,1
5,-3,0.91,5.736,72,1,0
10,-4,0.49,7.837,77,1,0
6,-4,0.4,8.176,79,0,0
3,-4,0.98,10.925,24,1,1
10,-1,0.39,6.327,67,1,1
6,-3,0.79,8.3880005,82,1,1
9,-3,0.41,9.448,60,1,1
10,-6,0.88,10.938,11,1,1
5,-6,0.71,8.86,44,0,0
6,-2,0.29,8.995,68,0,0
7,-7,0.53,6.354,20,0,0
6,-1,0.83,8.080999,53,1,1
5,-4,0.87,4.488,68,1,0
3,-5,0.42,5.546,61,0,0
4,-2,0.85,6.02,65,1,1
10,-2,0.76,7.651,86,1,1
9,-1,0.52,5.291,34,0,0
4,-7,0.16,7.721,24,0,0
3,-8,0.74,7.452,64,0,0
6,-8,0.93,6.894,50,1,0
10,-5,0.81,10.805,56,1,1
8,-1,0.67,10.735,54,1,1
4,-3,0.03,6.992,16,0,1
9,1,0.19,8.454,66,1,1
5,-5,0.26,6.279,76,0,1
4,-6,0.35,5.237,65,0,0
9,0,0.92,6.066,33,1,1
10,-6,0.42,9.596001,62,1,1
9,-3,0.51,6.526,89,1,1
8,-3,0.83,9.391,65,1,1
5,-7,0.25,8.31,76,0,0
5,-4,0.82,8.749,89,1,0
9,-6,0.32,4.17,23,0,0
7,-4,0.5,8.456,13,0,0
10,-2,0.26,9.8029995,78,1,1
6,-5,0.23,7.87,64,0,1
3,-1,0.88,6.235,58,1,1
10,-6,0.95,5.055,12,1,0
7,-1,0.64,10.79,68,1,1
10,-3,0.04,8.971001,65,1,1
4,-4,0.9,9.82,22,1,1
3,-7,0.94,6.735,45,1,0
7,-6,0.94,6.471,87,1,1
7,0,0.57,9.666,70,0,1
8,-4,0.92,9.712999,50,1,1
8,-1,0.96,7.689,56,1,1
10,-2,0.32,7.684,55,1,0
3,-3,0.59,4.934,31,0,0
9,-4,0.2,10.626,31,1,1
7,-3,0.1,7.342,76,0,0
7,-4,0.5,8.2,80,0,1
9,-4,0.89,6.584,76,1,0
10,-3,0.12,10.909,39,1,1
9,-4,0.7,9.309,75,1,1
10,-8,0.99,8.224,25,1,0
7,-6,0.12,5.838,72,0,0
9,-4,0.62,5.534,77,1,0
5,-6,0.36,7.198,89,0,0
3,-6,0.91,4.186,73,1,0
10,-4,0.71,10.108,59,1,1
9,0,0.96,6.053,13,1,1
9,-4,0.66,6.023,50,1,1
5,-2,0.01,4.315,48,0,0
10,0,0.76,10.812,64,1,1
9,-7,0.88,8.132,43,1,0
10,-4,0.67,7.957,19,1,0
5,-3,0.97,10.03,85,1,1
5,-7,0.65,4.521,85,1,0
5,-5,0.26,5.156,48,0,0
10,-2,0.24,6.453,58,1,0
4,-4,0.53,7.396,77,0,0
5,-2,0.58,6.427,37,0,0
4,-5,0.06,5.439,24,0,0
3,-1,0.31,6.102,51,0,0
7,1,0.96,9.516,39,1,1
9,-6,0.91,6.389,33,1,1
4,-5,0.99,6.782,63,1,0
4,-1,0.79,6.212,30,0,0
4,-4,0.77,9.715,64,1,1
9,1,0.84,9.584,78,1,1
10,-1,0.08,7.013,48,1,1
4,0,0.28,5.811,14,0,1
7,-4,0.06,5.527,42,0,0
7,-4,0.6,9.391,88,1,1
9,-3,0.82,8.219,67,1,1
9,-5,0.32,7.775,89,1,1
5,-5,0.85,6.185,33,1,1
6,0,0.84,10.706,75,1,1
7,-6,0.6,9.309999,71,1,1
4,-2,0.24,4.944,85,0,0
10,-4,0.11,4.483,21,1,0
8,-5,0.38,8.636,12,0,0
8,-3,0.64,7.458,47,1,1
5,-4,0.51,7.736,68,0,0
5,-1,0.57,4.388,57,0,0
6,-5,0.03,6.363,31,0,0
6,-2,0.36,8.056,18,0,1
3,0,0.01,6.307,53,0,1
9,-5,0.18,6.861,35,0,1
3,-8,0.87,4.279,25,0,0
10,-6,0.8,6.487,80,1,0
4,-2,0.91,4.57,66,1,0
3,-6,0.11,5.768,55,0,1
6,-3,0.32,7.422,55,0,1
7,-6,0.82,4.671,14,1,0
6,-6,0.88,8.543,52,1,1
9,-6,0.02,10.653,84,0,1
9,-3,0.43,10.551,66,1,1
7,-4,0.11,5.76,30,0,0
7,-2,0.34,4.168,54,0,0
6,-5,1.0,8.2,32,1,0
8,-7,0.27,8.013,83,0,0
8,-6,0.26,7.52,31,0,0
9,-6,0.2,4.075,24,0,0
7,1,0.85,7.369,56,1,1
8,-8,0.28,5.645,79,0,0
8,-2,0.59,7.828,62,0,1
6,-4,0.43,8.053,15,0,0
10,-4,0.48,8.57,39,1,1
6,-4,0.79,7.272,50,0,0
9,-7,0.73,4.046,70,1,0
5,-2,0.38,8.434,15,0,0
9,-2,0.67,7.444,75,1,0
5,-8,0.61,5.204,45,1,0
10,0,0.51,9.573,42,1,1
3,-5,0.11,7.065,87,0,0
3,-4,0.18,4.117,42,0,1
5,-6,0.68,7.232,73,1,0
8,-4,0.74,9.092,52,1,1
4,-8,0.73,8.675,33,0,0
3,-4,0.96,7.622,21,1,1
9,-4,0.17,9.668,45,0,1
3,-2,0.18,5.026,27,0,1
8,-2,0.77,8.946,79,1,0
4,1,0.8,6.913,48,0,1
9,0,0.26,10.966,71,0,1
7,-3,0.33,4.598,15,0,0
3,-5,0.85,5.084,75,1,0
10,-3,0.94,6.672,77,1,1
9,-2,0.09,8.284,55,1,1
4,-2,0.04,4.448,64,0,0
5,-7,0.76,8.266,82,1,0
5,-6,0.86,9.944,54,1,1
10,-6,0.45,7.551,89,1,1
5,-6,0.13,4.977,76,0,0
4,-6,0.66,6.954,64,1,0
5,-8,0.28,7.486,14,0,0
10,-4,0.19,6.476,57,1,1
6,-2,0.56,4.986,14,0,0
5,-3,0.67,5.385,17,0,0
7,-3,0.95,9.6310005,13,1,1
3,-4,0.41,6.442,63,0,0
6,-5,0.12,6.129,30,0,0
6,-1,0.25,6.57,33,0,1
5,-3,0.83,8.459,63,1,1
4,-8,0.04,4.509,20,0,0
10,0,0.67,10.255,36,1,1
9,-4,0.55,8.291,75,1,0
10,-3,0.55,6.478,80,1,1
3,-3,0.24,5.639,31,0,0
5,-5,0.93,7.183,19,1,0
3,1,0.88,6.292,70,1,1
6,-6,0.81,9.3880005,27,0,1
7,0,0.83,7.395,17,1,1
9,-1,0.34,8.278,16,0,1
8,-2,0.0,5.795,86,0,0
9,0,0.58,7.545,66,1,1
10,1,0.5,10.537,52,1,1
7,-1,0.19,6.862,44,0,0
6,-6,0.85,6.636,16,1,1
3,-4,0.44,8.548,72,0,0
7,-4,0.67,7.064,75,1,0
7,-7,0.35,6.904,78,0,0
8,-7,0.7,6.5,40,1,0
9,-6,0.4,9.686,87,1,1
8,-1,0.88,6.045,28,1,1
10,-8,0.57,7.516,17,1,0
4,-4,0.16,5.742,13,0,1
9,-3,0.05,9.103001,42,0,1
9,-4,0.51,6.781,52,0,1
3,-3,0.88,8.573,87,1,1
6,-2,0.07,6.867,47,0,0
4,-7,0.39,4.717,36,0,0
8,-4,0.81,8.967,58,1,1
3,-5,0.46,6.827,72,0,0
6,-3,0.29,4.042,15,0,0
6,-7,0.7,5.251,79,1,0
5,-3,0.48,7.283,45,0,0
10,-6,0.93,7.451,30,1,1
10,-4,0.05,9.87,34,1,1
5,-2,0.81,6.179,41,0,0
5,-8,0.86,8.032,81,1,0
6,-2,0.04,5.668,74,0,0
9,-5,0.31,5.151,49,1,0
3,-4,0.79,9.425,55,0,1
6,-1,0.75,10.641,65,1,1
9,-1,0.97,8.0720005,49,1,1
9,-3,0.97,4.415,34,1,0
9,-4,0.44,8.249,84,1,0
6,-7,0.69,7.267,79,1,0
6,0,0.85,8.48,63,1,1
4,-7,0.84,7.608,52,1,0
6,-4,0.69,7.053,75,1,0
6,-3,0.24,8.358,45,0,0
5,-2,0.53,4.354,13,0,0
7,0,0.78,8.584,67,1,1
3,-6,0.33,8.707,21,0,0
10,0,0.54,6.288,31,1,1
8,-6,0.83,4.31,27,1,0
10,-5,0.48,7.481,36,1,0
6,-6,0.67,7.94,74,1,1
8,-5,0.28,7.066,59,0,1
7,-3,0.93,6.781,61,1,1
6,-1,0.78,9.453,81,1,1
8,0,0.92,7.341,67,1,1
8,-7,0.38,7.42,79,0,0
9,-3,0.11,8.871,76,1,1
10,-6,0.91,6.125,48,1,0
3,-4,0.48,4.641,53,0,0
4,-2,0.89,7.138,72,1,1
6,-4,0.29,8.501,86,0,0
8,-8,0.81,7.809,87,1,0
5,-6,0.61,6.278,67,1,1
8,-5,0.1,8.67,68,0,0
5,-4,0.86,6.236,44,1,0
8,-1,0.78,9.457,45,1,1
9,1,0.07,8.899,40,0,1
7,-2,0.21,5.372,72,0,0
7,-5,0.96,4.794,19,1,0
9,-3,0.56,6.435,89,1,1
4,-5,0.67,4.255,60,1,0
5,-3,0.67,6.903,82,0,1
9,-7,0.54,5.889,28,1,0
8,-6,0.43,4.415,67,1,0
10,-3,0.84,8.366,83,1,1
9,-4,0.3,7.333,77,1,1
5,-4,0.16,5.751,26,0,0
9,1,0.87,7.885,61,1,1
9,-4,0.75,7.089,12,0,1
10,0,0.02,6.572,44,1,1
9,-8,0.62,5.807,77,1,0
8,0,0.49,8.673,83,0,1
10,-6,0.59,8.19,63,1,0
9,-5,0.37,5.396,57,0,0
5,-1,0.72,6.554,56,0,0
5,-5,0.58,4.834,79,0,0
5,-4,0.53,6.188,83,0,1
9,-6,0.43,8.144,51,1,1
5,-4,0.84,8.66,26,0,0
4,-4,0.38,4.593,27,0,0
3,-6,0.59,6.846,89,1,0
8,-2,0.99,10.473,41,1,1
7,-2,0.73,6.398,21,0,1
8,-4,0.99,9.653,45,1,1
9,0,0.89,8.606,58,1,1
8,-6,0.77,8.132,17,1,1
8,-1,0.94,10.843,60,1,1
4,-2,0.83,8.492,74,1,0
10,1,0.97,6.82,77,1,1
10,1,0.54,8.476,69,1,1
9,-3,0.01,9.71,72,0,1
4,-5,0.45,8.944,55,0,0
4,-5,0.91,6.037,74,1,1
7,0,0.94,7.933,63,1,1
5,-6,0.84,9.394,53,1,1
5,-1,0.81,8.967,59,1,1
8,0,0.51,8.598,52,0,1
8,-6,0.72,10.536,84,1,1
7,-6,0.86,6.933,86,1,0
9,-1,0.32,8.852,26,1,1
8,-2,0.42,7.459,59,0,1
6,-8,0.38,5.52,55,0,0
8,-2,0.91,10.727,28,1,1
8,-4,0.95,9.248,77,1,1
10,-3,0.22,5.271,75,1,0
9,0,0.49,10.884,18,0,1
7,-2,0.17,7.706,83,0,0
9,-5,0.28,9.874001,73,0,1
5,-7,0.21,6.635,28,0,0
4,-1,0.81,4.044,73,1,0
6,-1,0.99,7.528,74,1,1
5,-4,0.73,8.764,88,1,1
5,-4,0.71,6.003,30,0,0
10,-2,0.53,6.608,36,1,0
6,-2,0.28,10.303,35,0,1
8,-7,0.37,5.358,81,1,0
10,-6,0.5,7.18,57,1,1
8,-4,0.78,10.032,46,1,1
5,-1,0.67,10.378,87,1,1
4,-2,0.9,8.468,70,1,1
9,-3,0.07,9.938,67,0,1
9,-6,0.81,8.819,38,1,1
9,1,0.8,10.14,73,1,1
9,0,0.58,6.027,55,1,1
10,-6,0.77,9.018,61,1,1
3,-5,0.04,5.149,23,0,1
10,-6,0.46,6.024,55,1,0
8,-3,0.17,6.404,19,0,0
9,-6,0.33,10.172,47,1,1
5,-5,0.59,4.571,26,0,0
5,-4,0.87,7.035,13,1,0
8,-8,0.28,5.891,27,0,0
10,-4,0.18,5.338,50,1,0
8,-6,0.07,7.46,49,0,0
8,-6,0.45,8.838,47,0,0
10,-3,0.21,9.444,62,1,1
5,-3,0.57,8.288,80,0,1
8,-6,0.66,8.511,68,1,1
3,-5,0.91,9.743,59,1,1
4,-2,0.89,7.678,88,1,1
6,-2,0.46,5.369,84,0,0
6,-5,0.85,4.956,71,1,0
6,-2,0.37,6.232,88,0,0
6,-5,0.5,6.362,36,0,0
4,-4,0.44,4.432,30,0,0
4,-8,0.11,8.491,74,0,0
9,-5,0.56,6.524,86,1,0
9,-2,0.69,6.385,80,1,1
10,-1,0.36,9.425,61,1,1
9,-1,0.4,8.750999,72,1,1
10,-4,0.27,6.546,46,1,0
3,-3,0.95,6.92,79,1,1
8,-4,0.96,6.625,77,1,0
10,-5,0.65,6.94,68,1,0
8,-3,0.58,9.198,78,1,1
8,-4,1.0,4.373,41,1,0
3,-3,0.95,4.265,40,1,0
6,-5,0.94,9.7560005,15,1,1
10,-5,0.31,9.253,84,1,1
10,-4,0.58,8.677,34,1,1
3,-5,0.8,5.222,74,1,0
3,-4,0.21,4.06,50,0,0
5,-8,0.37,8.898,53,0,0
9,-8,0.68,4.975,43,1,0
7,-2,0.55,8.662001,76,1,1
8,-2,0.79,7.509,61,1,0
4,-6,0.16,8.12,70,0,0
9,-3,0.4,4.638,30,0,0
9,-4,0.44,9.57,80,1,1
10,-2,0.5,6.863,87,1,0
8,0,0.77,6.251,23,0,1
10,0,0.9,6.758,77,1,1
6,-5,0.43,5.125,66,1,0
3,-6,0.05,8.474,23,0,1
3,-1,0.09,4.469,89,0,1
10,-5,0.05,6.805,69,1,1
6,-5,0.02,7.7,80,0,0
7,-3,0.86,7.293,20,1,0
8,-4,0.53,8.765,71,1,0
4,-5,0.17,7.558,47,0,0
10,-4,0.48,8.701,46,1,0
6,-1,0.22,6.298,49,0,0
8,-2,0.66,9.003,59,1,1
10,-6,0.5,10.972,43,1,1
6,-8,0.77,7.107,82,1,0
8,-7,0.48,4.659,37,0,0
6,-2,0.59,4.809,65,0,0
9,0,0.67,8.927,72,1,1
7,-6,0.77,8.179,30,1,0
9,-6,0.97,7.395,51,1,1
6,-6,0.14,4.148,11,0,0
10,1,0.47,8.038,52,1,1
10,-2,0.12,5.969,85,1,0
5,-7,0.58,8.312,14,0,0
4,-5,0.64,5.404,51,0,0
6,-2,0.83,10.606,24,1,1
6,-7,0.6,6.853,65,1,0
5,1,0.88,9.196,67,1,1
6,-8,0.55,7.914,13,0,0
8,-1,0.65,8.413,38,1,1
6,-6,0.22,4.848,26,0,0
9,-4,0.91,9.116,23,1,1
6,0,0.39,9.433001,30,0,1
9,-6,0.44,6.06,81,1,1
4,-2,0.87,4.39,12,0,0
10,-4,0.35,6.676,73,1,1
6,-5,0.39,5.33,24,0,0
3,0,0.16,5.706,44,0,1
3,-4,0.74,8.144,22,0,0
3,-6,0.63,4.46,44,0,0
8,-2,0.88,7.776,81,1,1
6,-5,0.74,6.287,14,0,0
9,1,0.34,9.972,18,0,1
5,-2,0.39,6.748,43,0,0
8,-1,0.88,7.159,20,1,1
8,-1,0.83,10.108,15,0,1
6,-3,0.37,6.497,12,0,1
6,-1,0.92,6.675,74,1,1
8,-2,0.17,4.445,39,0,0
3,-8,0.61,5.543,13,0,0
5,-4,0.95,6.342,56,1,1
7,-6,0.03,5.709,48,0,0
9,-4,0.75,9.294001,41,1,1
7,-5,0.78,10.767,46,1,1
5,0,0.82,10.398,73,1,1
9,-6,0.63,5.295,18,1,0
9,-1,0.77,10.074,46,1,1
6,-1,0.29,6.41,23,0,1
7,-5,0.83,6.716,63,1,1
3,-2,0.44,7.064,15,0,0
3,-6,0.05,8.876,15,0,1
9,-7,0.29,7.359,69,0,0
10,-2,0.12,6.167,34,1,0
9,-2,0.33,9.867001,35,1,1
9,-2,0.16,9.65,75,1,1
6,-5,0.65,6.4,79,1,1
10,-6,0.85,10.283,56,1,1
7,-5,0.27,4.608,37,0,0
6,-2,0.91,6.982,13,0,1
5,-6,0.07,6.269,20,0,0
6,-4,0.9,6.071,48,1,1
8,-4,0.55,9.333,62,0,1
8,-2,0.06,7.807,47,0,0
8,-5,0.94,8.855,15,1,0
9,0,0.38,8.651,82,1,1
6,-7,0.58,7.657,50,1,0
6,-2,0.85,6.12,29,1,1
5,-6,0.77,8.301001,46,1,1
8,-6,0.88,7.543,67,1,0
7,-6,0.49,4.873,53,0,0
6,-5,0.11,5.06,88,0,0
9,-3,0.74,6.9,73,1,1
3,-2,0.29,5.136,23,0,1
7,-5,0.9,6.465,76,1,1
6,-5,0.85,10.486,67,1,1
10,-6,0.69,7.746,38,1,0
3,-5,0.65,6.833,89,0,0
6,-1,0.22,8.287,90,0,1
7,-4,0.69,9.701,82,1,1
9,-2,0.96,10.721,69,1,1
3,-2,0.29,5.519,27,0,0
10,-5,0.08,10.133,48,0,1
5,-4,0.02,7.553,30,0,0
6,-4,0.86,9.996,12,1,1
7,-5,0.78,9.774,44,1,1
10,-3,0.58,5.572,80,1,0
7,-8,0.66,4.704,35,0,0
10,-1,0.77,10.985,88,1,1
9,-5,0.03,7.977,43,0,0
8,-5,1.0,5.104,56,1,0
9,-3,0.89,4.141,80,1,0
9,-8,1.0,4.0,65,1,0
7,-2,0.78,8.2,15,0,1
10,-5,0.24,5.094,54,1,0
4,-2,0.89,7.128,65,0,1
10,-5,0.14,6.62,62,1,1
9,-5,0.76,5.825,73,1,0
7,-3,0.74,6.492,15,0,0
7,-6,0.98,9.165,58,1,1
4,-5,0.98,4.805,78,1,0
9,-4,0.79,9.7,12,1,1
8,-7,0.92,7.148,76,1,0
6,-4,0.03,8.094,66,0,0
3,-1,0.36,4.013,73,0,0
8,-4,0.85,7.311,17,1,1
3,-6,0.71,7.559,67,1,1
10,-4,0.32,8.769,31,1,1
10,-1,0.47,10.453,75,1,1
4,-5,0.94,6.522,36,1,1
5,-3,0.58,9.235001,87,0,1
6,-6,0.57,9.889,51,0,1
9,-7,0.55,7.325,12,0,0
4,-5,0.24,4.746,18,0,1
4,-4,0.96,6.257,67,1,1
10,-8,0.63,5.101,87,1,0
4,-5,0.75,9.297,71,1,1
9,-4,0.5,7.737,33,0,0
9,-4,0.54,6.391,54,1,0
10,-2,0.39,7.495,31,1,0
6,-3,0.74,10.526,44,1,1
6,-1,0.1,7.048,62,0,1
3,-3,0.92,10.828,73,1,1
8,0,0.53,6.406,80,0,1
8,-3,0.52,8.574,15,0,0
5,-3,0.46,6.599,56,0,0
8,-2,0.59,6.047,41,0,1
4,-3,0.14,6.579,58,0,0
7,-1,0.63,9.342,80,1,1
3,-7,0.35,5.449,79,0,0
6,-5,0.54,6.493,50,1,0
8,-7,0.74,6.147,22,1,0
8,-8,0.99,8.571,57,1,0
6,-3,0.36,7.708,17,0,1
7,-8,0.03,4.199,63,0,0
9,-4,0.16,5.351,64,1,0
8,-3,0.88,6.913,70,1,1
3,-3,0.09,7.654,19,0,0
4,-3,0.48,5.174,18,0,0
10,-2,0.53,6.913,77,1,0
8,-5,0.89,5.519,37,1,0
3,-3,0.89,6.482,48,1,1
3,-6,0.98,9.188,76,1,1
9,0,0.11,8.885,86,0,1
4,-1,0.94,7.952,18,1,0
10,-7,0.19,5.154,40,1,0
8,-7,0.4,5.729,33,0,0
3,-6,0.75,4.005,53,0,0
6,-5,0.36,7.705,19,0,0
8,-8,0.73,8.826,57,1,0
5,-8,0.95,7.853,32,1,0
6,-6,0.72,8.602,48,1,1
10,-7,0.8,5.868,46,1,0
8,-3,0.72,6.19,57,1,1
4,-6,0.97,7.383,18,1,0
3,-2,0.43,5.9,55,0,0
6,-8,0.12,5.036,77,0,0
9,-4,0.59,9.326,65,1,1
9,-6,0.6,7.169,12,0,1
6,-8,0.36,7.011,53,0,0
6,-2,0.09,6.291,23,0,0
5,0,0.26,4.37,85,0,1
7,-4,0.57,6.343,47,1,1
3,-8,0.21,4.023,11,0,0
4,-5,0.53,5.043,23,0,0
6,0,0.44,8.886,46,0,1
6,-8,0.54,5.172,35,0,0
5,-6,0.65,8.566999,63,1,1
9,0,0.59,10.573,29,1,1
6,1,0.02,8.062,81,0,1
9,-2,0.24,8.735,55,0,0
