N,F0,PER,d0,v0,collision,attack
6,-4,0.26,7.518,82,0,0
8,-8,0.36,5.307,17,0,0
3,-5,0.2,5.412,46,0,0
9,-6,0.32,8.717,66,1,0
10,-8,0.31,5.358,58,1,1
9,-4,0.37,8.116,89,1,0
4,-6,0.44,7.235,62,1,1
7,-7,0.48,5.708,14,0,0
6,-6,0.65999997,5.73,28,0,1
5,-7,0.9,7.735,66,1,0
4,-4,0.27,5.094,74,1,1
9,-7,0.71,6.722,33,1,0
4,-8,0.15,7.067,62,1,1
4,-4,0.36,4.534,36,1,1
9,-6,0.78,4.647,85,1,0
4,-8,0.78,3.921,40,0,1
4,-2,0.19,6.163,76,0,0
8,-3,0.16,4.585,18,0,0
2,-6,0.46,6.122,20,1,1
8,-6,0.94,6.847,62,1,1
8,-2,0.78999996,3.821,24,0,1
10,-7,0.54,8.082,29,1,0
8,-4,0.67,6.267,82,0,1
4,-5,0.17,7.558,47,0,0
2,-4,0.36,5.35,88,1,1
3,-4,0.86,4.125,51,0,0
6,-8,0.41,7.008,64,0,0
9,-5,0.87,4.246,62,1,0
8,-4,0.32,5.204,40,1,1
4,-4,0.46,7.63,12,0,1
6,-6,0.050000012,5.805,78,1,1
5,-6,0.26,5.984,68,0,0
10,-2,0.44,5.774,64,1,1
6,-6,0.02,6.889,70,0,1
6,-2,0.34,9.206,74,1,1
8,-4,0.17000002,6.732,42,1,1
5,-7,0.3,4.071,50,1,0
6,-2,0.36,4.501,68,1,1
4,-4,0.77,4.003,88,0,1
7,-5,0.44,4.622,65,1,0
3,-1,0.06,4.918,41,0,1
6,-4,0.47000003,8.194,12,1,1
8,-6,0.7,5.145,64,0,1
8,-4,0.36,7.235,72,1,1
5,-3,0.72,8.786,57,1,0
4,-6,0.26,7.32,57,0,0
6,-6,0.47000003,6.226,84,1,1
6,-4,0.31,7.228,48,1,1
8,-2,0.49,7.794,64,1,1
4,-6,0.77,6.504,48,1,0
9,-5,0.33,7.543,65,0,0
3,-4,0.43,5.982,27,0,0
10,-7,0.23,5.183,65,1,0
3,-5,0.46,8.224,26,0,0
7,-2,0.53,8.751,13,0,0
6,-2,0.13,8.767,76,0,1
5,-3,0.83,5.602,87,1,0
4,-6,0.03,8.07,86,0,1
6,-3,0.89,7.305,84,1,0
8,-2,0.27,4.854,34,1,1
4,-6,0.83,6.519,52,0,1
6,-8,0.36,7.681,80,1,1
5,-6,0.68,7.232,73,1,0
6,-6,0.38,9.382,16,1,1
7,-1,0.06,7.35,39,0,0
3,-8,0.98,7.06,40,1,0
8,-4,0.69,8.936,56,1,0
7,-4,0.94,4.975,65,1,0
8,-6,0.43,5.101,22,1,1
6,-6,0.89,5.277,70,1,1
4,-5,0.67,4.255,60,1,0
2,-4,0.9,7.73,54,0,1
4,-2,0.63,5.346,60,0,1
7,-8,0.25,6.947,55,0,1
4,-2,0.18,8.038,45,0,0
2,-6,0.75,7.506,50,0,1
6,-4,0.26,4.959,69,0,0
6,-8,0.34,7.91,56,0,0
8,-6,0.43,7.806,52,1,1
4,-6,0.14,7.059,80,1,1
3,-4,0.24,6.488,45,0,0
10,-8,0.4,6.982,56,1,1
8,-4,0.56,6.105,68,0,1
8,-6,0.3,4.537,46,1,1
8,-6,0.09,6.492,48,1,1
8,-7,0.62,8.871,35,0,0
8,-6,0.18,4.65,10,1,1
4,-5,0.99,6.782,63,1,0
8,-4,0.67,6.162,82,0,1
6,-2,0.39,8.159,54,1,1
10,-2,0.100000024,6.575,88,1,1
9,-1,0.85,8.846,69,1,0
9,-2,0.67,7.444,75,1,0
5,-8,0.28,8.868,17,0,0
4,-8,0.09,8.029,72,0,0
6,-7,0.73,6.18,43,1,0
8,-4,0.31,7.387,70,1,1
8,-4,0.36,6.096,86,1,1
4,-4,0.57,6.634,72,0,1
8,-4,0.76,5.519,26,0,1
8,-6,0.59,8.162,60,0,1
8,-4,0.38,4.534,76,1,1
4,-2,0.2,6.071,58,1,1
9,-5,0.09,6.323,87,1,0
9,-7,0.07,7.325,62,0,0
10,-2,0.33,8.281,54,1,1
4,-4,0.95,8.005,54,0,1
10,-3,0.65,8.113,31,1,0
10,-6,0.73,5.548,31,1,0
3,-6,0.77,5.574,81,1,0
2,-6,0.46,5.43,32,1,1
8,-2,0.16,6.02,12,0,0
7,-6,0.88,5.425,33,1,0
6,-6,0.26,8.337999,66,1,1
6,-8,0.5,8.132,16,0,0
6,-4,0.89,3.772,44,0,1
6,-8,0.57,4.257,70,0,1
8,-6,0.48000002,4.774,58,1,1
9,-3,0.03,4.941,85,0,0
9,-4,0.1,4.86,17,0,0
6,-6,0.26,5.717,70,1,1
3,-2,0.33,4.431,26,0,0
8,-2,0.39,8.462,82,1,1
3,-8,0.65,5.526,63,0,0
8,-3,0.72,4.937,22,1,0
8,-6,0.34,5.065,78,1,1
7,-4,0.67,7.064,75,1,0
6,-6,0.33,6.045,80,1,1
4,-3,0.24,8.743,19,0,1
3,-5,0.16,6.78,23,0,0
7,-5,0.38,4.893,32,0,0
8,-4,0.96,7.705,58,0,1
3,-6,0.16,7.811,30,0,1
2,-4,0.36,5.308,38,0,1
4,-6,0.27,8.215,64,1,1
10,-3,0.73,7.429,57,1,0
8,-2,0.38,8.964,30,1,1
4,-8,0.48,7.25,27,0,0
8,-2,0.28,8.027,24,1,1
6,-6,0.94,5.28,74,0,1
8,-4,0.16,7.482,18,0,0
4,-8,0.97,6.754,82,0,1
4,-7,0.95,4.089,87,1,0
8,-6,0.32,7.988,70,1,1
3,-3,0.09,4.972,20,0,0
4,-8,0.16000003,5.902,52,1,1
8,-2,0.34,7.787,42,1,1
10,-4,0.29000002,6.986,60,1,1
7,-7,0.67,7.221,83,1,0
4,-8,0.34,4.793,85,1,0
9,-2,0.89,6.195,72,1,0
8,-2,0.32,8.197,22,1,1
8,-4,0.42000002,4.712,68,1,1
6,-4,0.52,6.336,28,0,1
6,-2,0.45,5.622,13,0,0
4,-4,0.7,4.06,85,1,0
8,-4,0.54,6.283,28,0,1
3,-3,0.85,7.847,60,1,0
9,-7,0.48,8.367,38,0,0
5,-6,0.36,7.198,89,0,0
5,-4,0.9,7.893,62,1,0
5,-7,0.58,8.312,14,0,0
6,-5,0.74,6.287,14,0,0
10,-4,0.21,5.221,61,1,0
4,-2,0.8,7.8830004,72,0,1
4,-5,0.49,5.596,47,0,0
8,-4,0.32,8.207,32,1,1
9,-8,0.08,6.999,71,1,0
3,-6,0.33,8.707,21,0,0
6,-4,0.32,5.313,78,1,1
8,-4,0.53,8.765,71,1,0
6,-3,0.42,6.939,45,0,1
4,-2,0.47000003,8.796,40,1,1
4,-2,0.83,8.492,74,1,0
8,-6,0.33,9.225,20,1,1
8,-8,0.97,3.963,12,0,1
8,-6,0.45,7.748,76,1,1
7,-1,0.26,4.174,36,0,0
10,-2,0.12,4.983,19,1,0
6,-2,0.53,4.515,10,0,1
6,-1,0.44,6.12,63,0,0
6,-8,0.25,6.627,48,1,1
6,-4,0.55,4.357,36,0,1
3,-6,0.24,6.102,52,0,0
7,-4,0.61,8.515,33,0,0
6,-6,0.59,8.034,84,0,1
2,-4,0.99,4.917,32,0,1
6,-4,0.71,7.113,38,0,1
6,-6,0.29000002,9.105,60,1,1
2,-6,0.32,7.225,86,1,1
4,-5,0.97,4.16,24,1,0
2,-2,0.38,4.735,58,1,1
9,-1,0.4,7.781,68,1,0
6,-8,0.58,4.468,64,0,1
8,-6,0.35000002,8.522,30,1,1
6,-6,0.08,6.76,78,1,1
2,-6,0.33,4.809,62,1,1
8,-6,0.55,5.057,86,0,1
8,-3,0.17,6.404,19,0,0
6,-8,0.08,8.709,27,0,0
8,-4,0.3,9.232,72,1,1
2,-4,0.89,4.446,46,0,1
9,-5,0.4,7.175,88,1,0
9,-4,0.81,5.585,39,1,0
6,-2,0.19,5.474,70,0,0
2,-4,0.94,3.56,36,0,1
4,-1,0.21,5.723,31,0,1
8,-8,0.45,8.665,31,0,0
8,-8,0.27,4.931,89,0,0
4,-8,0.92,4.812,66,1,0
8,-4,0.81,7.416,72,0,1
3,-4,0.21,5.793,77,0,0
8,-8,0.49,9.367,88,1,1
7,-7,0.57,8.64,61,0,0
8,-8,0.21,6.905,10,1,1
9,-4,0.6,7.818,14,0,0
5,-7,0.42,8.543,56,0,0
9,-8,0.34,5.693,14,0,0
4,-2,0.93,4.301,72,0,1
8,-1,0.94,7.099,54,1,0
4,-2,0.95,7.439,67,1,0
7,-7,0.91,7.519,28,1,0
3,-6,0.81,7.67,85,1,0
6,-4,0.19,8.16,48,1,1
4,-6,0.8,5.339,48,0,1
4,-8,0.68,6.796,66,0,1
10,-8,0.29000002,6.32,86,1,1
4,-8,0.81,6.905,72,0,1
8,-2,0.22000003,5.373,88,1,1
2,-2,0.49,5.385,28,1,1
8,-2,0.62,7.742,56,0,1
8,-4,0.100000024,8.153999,48,0,1
8,-4,0.83,7.449,30,0,1
6,-8,0.78,4.864,70,0,1
8,-6,0.91999996,6.141,50,0,1
8,-8,0.18,6.721,16,1,1
3,-6,0.63,7.003,63,0,0
6,-4,0.17000002,8.625,54,1,1
5,-5,0.75,4.406,15,0,0
10,-4,0.24000001,5.49,46,1,1
2,-4,0.38,8.115,82,1,1
6,-6,0.69,4.233,18,0,1
8,-4,0.060000002,6.212,56,1,1
8,-2,0.07,6.678,52,1,1
5,-3,1.0,4.786,26,1,0
6,-8,0.25,7.59,32,0,0
8,-2,0.37,8.125,14,1,1
6,-8,0.02,6.02,50,1,1
4,-4,0.33,5.938,64,1,1
4,-5,0.98,4.805,78,1,0
10,-8,0.38,9.438,10,1,1
5,-1,0.74,7.478,74,1,0
5,-3,0.91,5.736,72,1,0
5,-3,0.41,6.854,57,0,1
6,-8,0.96,7.703,62,0,1
4,-5,0.37,5.756,50,0,0
6,-2,0.39,5.329,36,1,1
3,-1,0.36,4.013,73,0,0
8,-4,0.25,5.249,78,1,1
8,-8,0.47000003,5.895,50,1,1
6,-6,0.33,5.894,26,1,1
7,-8,0.36,5.5,29,1,1
6,-4,0.35000002,7.21,38,1,1
8,-6,0.67,7.186,26,0,1
2,-4,0.41000003,5.635,58,1,1
3,-1,0.06,5.175,51,0,0
8,-4,0.54,7.099,82,0,1
4,-8,0.5,4.561,84,1,0
10,-2,0.45,5.203,42,1,1
8,-6,0.47000003,8.947,24,1,1
6,-8,0.86,5.74,68,0,1
4,-6,0.86,5.253,28,0,1
4,-5,0.13,7.61,53,0,0
4,-2,0.27,7.061,86,1,1
6,-4,0.96,6.885,26,1,0
3,-8,0.05,8.474,21,0,1
5,-6,0.19,6.21,46,0,0
5,-7,0.75,8.66,28,0,0
8,-4,0.85,5.912,32,0,1
8,-2,0.78,4.898,70,0,1
8,-4,0.90999997,4.921,64,0,1
4,-8,1.0,5.727,44,1,0
4,-6,0.51,6.902,72,0,0
6,-8,0.35000002,6.083,58,1,1
4,-6,0.66,6.954,64,1,0
4,-8,0.34,7.634,86,1,1
8,-6,0.88,7.543,67,1,0
4,-2,0.04,4.448,64,0,0
10,-6,0.09,4.753,28,1,1
3,-3,0.09,4.469,87,0,1
8,-4,0.68,6.776,42,0,1
4,-4,0.48000002,9.436,28,1,1
7,-8,0.56,7.436,72,0,0
6,-2,0.44,6.533,72,1,1
6,-4,0.050000012,6.236,80,1,1
9,-8,0.29,8.513,30,0,0
3,-6,0.02,4.822,27,0,1
6,-8,0.24,5.368,58,0,1
2,-8,0.37,5.42,58,1,1
10,-3,0.4,7.092,42,1,0
10,-1,0.51,8.11,33,1,0
6,-6,0.14,4.148,11,0,0
8,-2,0.54,5.733,56,0,1
2,-8,0.71,7.451,64,0,1
5,-6,0.18,4.183,47,0,0
3,-4,0.97,7.64,84,1,0
7,-3,0.61,8.777,81,1,0
8,-7,0.58,7.487,40,0,0
6,-4,0.42000002,8.753,16,1,1
10,-7,0.77,6.23,27,1,0
6,0,0.32,6.432,30,1,1
6,-6,0.4,4.732,66,1,1
4,-4,0.69,7.965,84,1,0
8,-6,0.93,4.29,44,0,1
5,-7,0.42,5.193,67,0,0
3,-5,0.68,7.239,70,0,0
4,-4,0.53,7.396,77,0,0
5,-5,0.26,5.156,48,0,0
4,-4,0.05,5.165,33,0,1
4,-5,0.64,5.404,51,0,0
4,-4,0.17000002,8.959,78,1,1
10,-7,0.05,4.174,52,1,0
8,-6,0.64,6.658,38,0,1
4,-5,0.62,4.557,32,1,0
5,-4,0.08,7.238,39,0,0
4,-5,0.8,8.279,44,1,0
7,-1,0.79,5.268,62,1,0
6,-6,0.13,4.34,64,0,0
10,-8,0.44,8.094,68,1,1
8,-2,0.75,6.871,48,0,1
8,-6,0.81,6.759,30,0,1
10,-6,0.21,7.207,50,1,1
8,-2,0.95,5.74,56,0,1
9,-5,0.23,6.701,76,1,0
8,-6,0.55,5.057,27,0,0
3,-8,0.44,7.843,82,1,0
8,-4,0.47000003,6.707,10,1,1
8,-7,0.36,5.26,47,0,0
8,-8,0.6,7.804,68,0,1
4,-4,0.4,5.752,66,1,1
2,-2,0.47000003,9.033,34,1,1
9,-3,0.4,4.638,30,0,0
4,-2,0.91,5.268,36,1,0
5,-2,0.26,8.895,79,0,0
8,-4,0.45,4.945,16,0,0
8,-8,0.69,6.624,88,0,1
2,-6,0.7,3.626,64,0,1
10,-4,0.49,9.374,38,1,1
4,-6,0.77,4.116,62,0,1
8,-7,0.41,4.347,45,0,0
4,-8,0.34,7.894,52,1,1
6,-5,0.12,6.129,30,0,0
6,-4,0.45,5.84,30,1,1
6,-2,0.15,4.34,55,0,0
6,-5,0.7,6.241,43,1,0
6,-3,0.29,4.042,15,0,0
4,-4,0.19,9.009,72,1,1
8,-2,0.23000002,6.094,22,1,1
4,-8,0.47,6.754,41,0,0
8,-4,0.51,4.213,76,0,1
8,-6,0.24000001,6.03,50,1,1
6,-4,0.45,8.131,12,1,1
8,-2,0.03,7.436,42,1,1
3,-3,0.68,7.675,25,0,0
6,-8,0.83,5.829,70,1,1
6,-4,0.39,8.386,30,1,1
8,-4,0.63,5.948,14,0,1
4,-7,0.68,6.784,12,0,0
5,-4,0.38,4.43,39,0,0
4,-6,0.97,3.782,78,0,1
4,-2,0.46,9.199,82,1,1
4,-6,0.82,7.657,50,0,1
5,-3,0.45,7.393,19,0,0
8,-1,0.48,5.498,43,0,0
8,-5,0.86,6.09,27,1,0
8,-5,0.2,6.902,28,0,0
2,-6,0.29000002,7.925,54,0,1
10,-4,0.17000002,5.85,22,1,1
9,-6,0.12,7.316,10,0,0
10,-2,0.26,5.777,73,1,0
6,-6,0.5,8.246,82,1,1
4,-8,0.72,5.788,60,0,1
9,-3,0.73,5.692,31,1,0
8,-8,0.37,7.73,54,1,1
5,-1,0.64,6.618,76,0,0
4,-6,0.24,5.793,34,0,0
2,-8,0.94,3.514,34,0,1
4,-5,0.61,7.736,86,1,0
8,-4,0.01,4.327,10,0,0
8,-4,0.96,6.625,77,1,0
6,-2,0.34,6.376,65,0,0
6,-8,0.88,4.882,60,1,0
6,-4,0.44,7.861,34,1,1
4,-2,0.28,5.811,12,0,1
4,-5,0.08,8.248,22,0,0
8,-6,0.78,5.838,52,0,1
3,-3,0.75,4.259,38,0,0
6,-2,0.85,5.139,84,0,1
7,-5,0.19,4.033,37,0,0
8,-8,0.74,6.836,34,0,1
6,-8,0.77,7.107,82,1,0
5,-6,0.46,4.799,85,0,0
8,-8,0.28,5.645,79,0,0
8,-6,0.89,6.562,48,0,1
8,-8,0.83,3.956,42,0,1
8,-2,0.15,6.223,49,0,0
8,-7,0.35,6.509,51,0,0
10,-6,0.44,7.872,78,1,1
6,-4,0.37,8.412,40,1,1
6,-2,0.56,4.986,14,0,0
6,-2,0.28,7.953,80,1,1
6,-2,0.06,8.172,42,0,0
4,-2,0.49,7.103,44,1,1
5,-8,0.65,6.997,82,1,0
2,-4,0.35000002,4.896,86,1,1
8,-2,0.5,4.357,37,0,0
6,-8,0.04,7.668,84,0,0
6,-6,0.34,8.889,72,1,1
6,-6,0.31,9.042,80,1,1
6,-6,0.36,8.496,12,1,1
10,-5,0.53,8.886,27,1,0
8,-4,0.02,8.64,66,1,1
7,-5,0.66,4.559,58,1,0
4,-2,0.48000002,8.62,42,1,1
10,-2,0.33,6.995,25,0,0
6,-6,0.96,5.807,60,0,1
8,-3,0.84,4.989,79,1,0
4,-2,0.85,8.055,52,1,0
5,-3,0.81,6.308,22,0,0
6,-6,0.29000002,6.506,56,1,1
6,-2,0.36,7.397,30,1,1
8,-2,0.46,4.553,12,1,1
2,-2,0.34,9.439,82,1,1
4,-6,0.94,4.39,52,0,1
6,-4,0.54,4.539,54,0,1
7,-6,0.89,7.028,36,1,0
10,-8,0.11,8.437,35,1,0
8,-4,0.36,5.127,24,1,1
10,-6,0.45,7.997,79,1,0
8,-4,0.87,6.348,26,0,1
4,-4,0.08,8.792,86,1,1
5,-8,0.81,5.363,71,1,0
5,-7,0.91,5.229,82,1,0
6,-4,0.050000012,7.162,76,1,1
8,-5,0.59,7.184,61,0,0
4,-6,0.43,7.72,54,1,1
9,-3,0.4,6.155,35,1,0
3,-3,0.59,4.934,31,0,0
10,-4,0.26,5.099,80,1,1
6,-6,0.72,7.754,22,0,1
4,-4,0.08,7.735,86,0,1
3,-5,0.03,7.258,55,0,0
8,-4,0.29000002,6.001,28,1,1
8,-6,0.35000002,5.946,82,1,1
6,-7,0.53,7.824,52,0,0
9,-7,0.1,8.248,54,0,0
2,-4,0.90999997,4.578,28,0,1
7,-3,0.57,8.919,43,0,0
3,-1,0.38,5.123,10,0,0
3,-6,0.72,4.101,13,0,0
9,-3,0.95,5.478,15,1,0
8,-3,0.57,4.427,40,1,0
10,-6,0.08,6.806,18,1,1
9,-7,0.09,5.753,34,1,0
10,-4,0.34,6.582,38,1,1
3,-8,0.15,8.219,29,0,1
8,-4,0.9,7.353,44,0,1
6,-6,0.4,9.179,22,1,1
8,-4,0.44,6.189,16,1,1
8,-8,0.65,4.048,78,0,1
4,-2,0.4,8.887,78,1,1
8,-4,0.85,7.613,16,0,1
8,-2,0.2,5.583,70,1,1
5,-2,0.75,4.741,83,0,0
8,-6,0.35000002,8.76,32,1,1
4,0,0.5,8.373,56,1,1
5,-2,0.3,7.12,14,0,0
8,-8,0.48,7.361,82,1,0
6,-2,0.67,8.602,36,0,0
5,-2,0.71,4.678,17,0,0
4,-4,0.24000001,7.402,68,1,1
6,-3,0.78,8.586,44,0,0
8,-6,0.35000002,5.045,38,1,1
10,-4,0.1,5.924,44,1,0
9,-5,0.19,4.464,18,0,0
6,-2,0.15,5.985,57,0,0
8,-8,0.72,5.59,42,0,1
4,-4,0.21,8.559,49,0,0
9,-2,0.39,7.034,84,1,0
4,-6,0.46,4.757,66,1,1
5,-6,0.2,5.707,50,0,0
9,-2,0.34,7.868,63,0,0
2,-4,0.84,4.766,44,0,1
8,-2,0.28,7.324,26,1,1
6,-6,0.45,8.614,33,0,0
8,-3,0.85,4.447,37,1,0
5,-6,0.87,5.261,45,1,0
9,-5,0.07,6.685,89,0,0
8,-4,0.100000024,8.665,54,0,1
8,-2,0.38,6.375,12,1,1
7,-6,0.16,8.947,68,0,0
4,-7,0.15,6.119,21,0,1
6,-4,0.35000002,4.62,28,1,1
4,-4,0.26,8.257,60,0,1
7,-5,0.58,7.62,42,0,0
8,-4,0.37,8.291,20,1,1
10,-6,0.33,8.729,18,1,1
4,-8,0.01,8.148,47,0,1
6,-2,0.4,8.443,52,1,1
5,-3,0.76,6.651,84,1,0
9,-4,0.84,4.525,28,1,0
4,-8,0.3,8.275,34,1,1
3,-7,0.35,5.782,27,0,0
8,-6,0.38,6.41,85,0,0
9,-4,0.16,5.351,64,1,0
4,-4,0.16,6.262,19,0,1
6,-8,0.4,7.827,34,1,1
6,-6,0.9,5.566,76,1,1
8,-4,0.83,5.092,78,0,1
8,-4,0.87,4.527,36,0,1
4,-6,0.83,5.747,58,0,1
3,-2,0.05,7.259,57,0,1
8,-4,0.39,4.746,20,1,1
8,-4,0.37,8.341,74,1,1
6,-2,0.14,9.29,68,1,1
6,-6,0.2,8.421,54,0,1
5,-2,0.2,8.892,84,0,0
6,-7,0.77,6.201,32,1,0
10,-3,0.41,5.147,12,0,0
8,-3,0.55,7.751,67,0,0
3,-6,0.59,5.63,84,1,0
7,-6,0.8,6.986,35,1,0
8,-4,0.17000002,4.919,52,1,1
6,-4,0.28,8.461,55,0,0
6,-8,0.44,4.971,86,1,1
10,-2,0.18,4.864,50,1,0
6,-2,0.2,6.23,64,1,1
8,-2,0.75,7.051,64,0,1
2,-2,0.35000002,7.866,80,1,1
6,-2,0.18,5.095,72,1,1
8,-4,0.09,8.344999,22,1,1
3,-7,0.84,6.983,87,1,0
6,-8,0.13,4.882,58,0,0
9,-7,0.52,8.967,63,1,0
4,-8,0.15,7.364,80,1,1
9,-8,0.58,4.952,47,1,0
3,-5,0.95,7.674,35,1,0
5,-5,0.42,5.026,57,0,0
6,-4,0.47000003,9.049,30,1,1
6,-8,0.39,8.475,61,0,0
3,-8,0.77,6.326,43,1,0
4,-5,0.57,6.185,53,0,0
3,-2,0.85,8.763,27,0,0
7,-5,0.43,4.388,21,0,0
9,-2,0.52,7.649,87,1,0
2,-6,0.61,5.105,74,0,1
4,-4,0.35000002,5.378,58,1,1
3,-6,0.3,5.723,60,0,0
10,-2,0.4,8.936,36,1,0
4,-8,0.19,6.849,76,1,1
3,-4,0.21,5.072,63,0,0
10,-6,0.7,5.776,78,1,0
7,-2,0.64,5.281,32,0,0
4,-4,0.87,5.094,82,0,1
6,-7,0.6,6.853,65,1,0
8,-8,0.88,8.482,74,0,1
6,-6,0.21,8.814,72,1,1
6,-4,0.45,9.464,72,1,1
8,-8,0.22000003,9.036,84,1,1
4,-6,0.23000002,7.264,88,1,1
4,-2,0.24000001,4.843,78,1,1
6,-8,0.56,4.238,38,1,0
6,-6,0.15,4.557,36,0,1
3,-4,0.15,7.316,49,0,0
10,-4,0.26,4.214,30,1,0
8,-2,0.47000003,8.222,24,1,1
7,-6,0.86,4.871,63,1,0
5,-6,0.94,5.609,42,1,0
10,-7,0.09,7.998,62,1,0
6,-6,0.48000002,4.74,58,1,1
7,-2,0.96,6.497,30,1,0
8,-6,0.42000002,8.107,76,1,1
4,-4,0.87,5.36,22,0,0
5,-2,0.16,4.693,63,0,0
6,-2,0.56,8.391,36,0,1
8,-4,0.54,4.113,50,0,1
10,-4,0.42000002,7.278,18,1,1
6,-4,0.99,6.394,64,1,1
8,-6,0.03,5.22,80,1,1
10,-8,0.12,4.837,59,1,0
10,-8,0.19,7.106,52,1,1
7,-8,0.64,6.717,69,1,0
6,-7,0.19,6.218,80,0,1
4,-4,0.39,8.903,14,0,0
6,-5,0.32,7.057,64,0,0
8,-8,0.78,8.133,33,1,0
8,-6,0.5,9.011,36,1,1
10,-8,0.38,8.34,28,1,0
8,-5,0.33,4.289,25,0,0
6,-8,0.41000003,4.775,54,1,1
6,-7,0.47,5.439,11,0,0
8,-6,0.49,8.153,44,1,1
8,-6,0.87,4.704,14,0,0
8,-6,0.25,7.794,40,1,1
2,-4,0.36,7.039,76,1,1
6,-6,0.63,5.329,26,0,1
9,-1,0.14,6.561,36,0,0
5,-2,0.05,6.614,20,0,0
4,-8,0.4,6.299,64,0,0
4,-2,0.73,4.082,86,0,1
8,-4,0.01,6.587,18,0,0
10,-8,0.23000002,9.207,86,1,1
5,-5,0.79,5.59,40,1,0
10,-8,0.36,7.474,10,0,0
4,-8,0.04,4.509,20,0,0
6,-6,0.44,8.756,80,1,1
6,-8,0.97,6.536,62,1,1
6,-2,0.19,8.962,44,1,1
8,-8,0.37,5.402,11,0,0
6,-2,0.95,6.701,36,0,1
6,-4,0.28,6.7,14,0,1
10,-7,0.8,5.868,46,1,0
4,-4,0.43,4.653,74,1,1
4,-8,0.23000002,7.734,78,1,1
8,-6,0.65,5.357,32,0,0
8,-7,0.01,7.392,65,0,0
10,-2,0.39,7.495,31,1,0
8,-3,0.62,7.583,15,0,0
8,-4,0.27,6.929,28,0,0
4,-4,0.28,8.984,62,1,1
10,-3,0.18,7.78,18,1,0
9,-3,0.75,5.456,53,1,0
8,-4,0.5,8.066999,18,1,1
6,-4,0.050000012,9.193,80,1,1
4,-6,0.52,4.333,89,0,0
3,-8,0.79,5.888,57,0,0
8,-2,0.5,7.276,90,0,1
8,-8,0.64,7.351,68,0,1
4,-6,0.14,5.953,20,0,1
8,-6,0.95,4.838,12,0,1
8,-8,0.33,6.232,36,1,1
3,-6,0.75,6.993,85,0,0
6,-6,0.93,3.604,58,0,1
8,-8,0.17,4.781,24,0,0
8,-4,0.34,5.525,60,0,0
10,-4,0.23000002,8.932,68,1,1
4,-8,0.16000003,5.185,62,0,1
4,-4,0.76,8.083,56,0,1
8,-2,0.37,7.218,82,1,1
4,-4,0.35000002,4.52,64,1,1
4,-2,0.7,4.232,66,0,1
10,-2,0.25,8.147,15,1,0
4,-4,0.54,7.089,74,0,1
8,-4,0.67,5.394,74,0,1
5,-1,0.1,8.63,69,0,0
10,-4,0.48000002,6.619,78,1,1
2,-8,0.78999996,8.055,58,0,1
4,-6,0.74,7.081,90,0,1
3,-2,0.12,6.107,53,0,1
2,-6,0.48000002,9.425,24,1,1
10,-5,0.54,7.801,64,1,0
5,-7,0.13,6.448,39,0,0
2,-8,0.45,9.212,78,1,1
4,-2,0.84,7.372,70,0,1
10,-4,0.51,6.436,28,0,1
8,-4,0.120000005,9.33,64,1,1
6,-4,0.74,4.769,18,0,1
2,-4,0.39,4.982,48,1,1
6,-4,0.44,7.438,68,1,1
8,-8,0.67,4.444,86,0,1
8,-6,0.37,6.327,37,0,0
10,-2,0.1,5.131,58,1,0
3,-2,0.77,6.045,23,0,0
8,-8,0.69,5.227,64,0,1
4,-2,0.93,7.071,75,1,0
4,-2,0.17000002,8.325,74,1,1
10,-6,0.5,9.165,16,1,1
4,-8,0.6,7.466,21,0,0
7,-7,0.33,4.912,44,0,0
6,-2,0.25,4.907,58,1,1
9,-8,1.0,4.0,65,1,0
4,0,0.26,6.883,76,0,1
3,-5,0.18,6.237,69,0,0
8,-2,0.13,4.828,62,1,1
4,-6,0.32,5.176,26,0,0
9,-3,0.08,4.754,56,0,0
4,-3,0.09,7.52,38,0,1
8,-6,0.78,6.799,22,1,0
8,-2,0.8,6.077,18,1,0
3,-1,0.28,4.966,12,0,1
8,-4,0.110000014,6.909,62,1,1
6,-6,0.39,5.991,18,1,1
4,-6,0.95,7.109,30,0,1
10,-4,0.110000014,7.808,82,1,1
8,-6,0.41000003,7.616,22,1,1
3,-5,0.41,6.687,28,0,0
9,-5,0.74,5.418,76,1,0
8,-2,0.74,5.447,90,0,1
3,-4,0.68,6.676,39,0,0
8,-6,0.86,3.5770001,24,0,1
10,-2,0.12,6.167,34,1,0
4,-6,0.3,6.984,72,1,1
4,-4,0.95,5.554,54,1,0
7,-4,0.82,5.79,52,1,0
4,-4,0.44,5.35,44,1,1
7,-7,0.19,8.068,57,0,0
8,-1,0.13,7.156,31,0,0
5,-7,0.08,6.036,52,0,0
4,-8,0.55,6.414,70,0,1
4,-6,0.71,3.857,78,0,1
6,-5,0.08,6.23,83,0,0
6,-4,0.04000002,5.683,68,1,1
5,-4,0.84,8.66,26,0,0
3,-3,0.62,7.489,35,0,0
3,-7,0.14,5.574,27,0,0
2,-6,0.95,4.353,12,0,1
10,-2,0.100000024,5.288,44,1,1
9,-4,0.8,8.356,12,1,0
7,-2,0.85,6.2,87,1,0
9,-8,0.65,6.476,46,1,0
6,0,0.48000002,6.251,14,1,1
4,-8,0.9,6.197,78,0,1
10,-2,0.85,8.112,32,1,0
10,-6,0.8,6.487,80,1,0
7,-6,0.56,6.908,33,0,0
6,-6,0.6,5.784,32,0,1
4,-4,0.01,8.742,26,0,0
