N,F0,PER,d0,v0,collision,attack
5,-2,0.2,8.892,84,0,0
7,-3,0.49543,8.863146,65,1,1
7,-7,0.35,6.904,78,0,0
3,-7,0.04,7.737,39,0,0
5,-7,0.6588831,7.6890697,67,0,1
9,-3,0.74,4.091,39,1,0
4,-8,0.04,8.853,66,0,0
5,-2,0.81704617,5.298579,62,0,1
7,-3,0.9888277,5.315384,39,0,1
7,-8,0.39,5.164,13,0,0
3,-5,0.68,8.815,44,0,0
6,-2,0.44,8.886,44,0,1
3,-7,0.14,6.858,44,0,1
7,-1,0.6807146,5.4024324,69,0,1
4,-7,0.68,6.784,12,0,0
8,-6,0.785264,8.696312,25,0,1
4,-2,0.81,8.905,69,1,0
6,-4,0.89698887,5.4022675,31,0,1
4,-5,0.17,7.558,47,0,0
3,-8,0.02,5.103,25,0,0
5,-2,0.18,5.235,48,0,0
4,-5,0.67,4.255,60,1,0
6,-4,0.40124702,8.742168,85,1,1
8,-5,0.2909851,8.073757,44,1,1
5,-7,0.88,6.467,31,1,0
6,-2,0.6,4.416,59,0,0
4,-2,0.78943825,4.98071,59,0,1
4,-7,0.31195545,7.704275,87,0,1
7,-2,0.29,4.129,28,0,0
7,-8,0.17,7.872,15,0,0
5,-2,0.81,6.179,41,0,0
5,-1,0.5783129,7.4951906,14,1,1
10,-2,0.9,7.157,74,1,1
3,-7,0.278306,6.120302,87,1,1
3,-3,0.05,4.966,50,0,0
6,-7,0.74566555,6.3548555,70,1,1
5,-2,0.13,4.255,22,0,1
9,-1,0.88779926,5.889282,18,0,1
9,-1,0.74,4.296,20,1,0
7,-5,0.15,8.437,24,0,1
5,-3,0.56,5.83,89,0,0
4,-7,0.73684025,4.5519314,75,1,1
6,-1,0.81680584,6.6717596,78,0,1
3,-4,0.5773964,7.2998514,55,1,1
5,-5,0.95586586,7.946891,18,0,1
9,-4,0.16,5.351,64,1,0
6,-2,0.03,5.015,10,0,1
8,-4,0.00017642975,4.4587803,80,1,1
6,-7,0.88726425,7.489973,55,0,1
4,-6,0.4,4.631,30,0,0
5,-6,0.19,6.21,46,0,0
7,-6,0.06,6.223,73,0,0
4,-2,0.42,8.84,51,0,0
5,-3,0.25,7.31,63,0,0
10,-7,0.94,7.372,79,1,1
5,-6,0.46,4.799,85,0,0
7,-7,0.38,6.4,68,0,0
6,-6,0.4,8.673,12,0,0
6,-4,0.07,8.663,85,0,1
9,-8,0.81,4.879,15,1,0
8,-4,0.085742,5.7685184,33,0,1
8,-8,0.32,6.767,81,0,0
6,-3,0.49870872,6.065157,53,1,1
3,-8,0.8325205,6.3571367,60,1,1
5,-3,0.35,4.718,80,0,0
4,-4,0.6747303,7.298915,83,0,1
6,-8,0.5543308,8.107239,16,0,1
7,-5,0.43149662,4.152339,41,1,1
4,-2,0.93,7.648,82,1,0
9,-8,1.0,4.0,65,1,0
7,-6,0.36429405,8.542883,81,1,1
6,-2,0.68389416,8.67614,22,1,1
9,-2,0.69,6.078,76,1,0
6,-5,0.70872116,4.0910587,80,0,1
5,-2,0.44,6.647,73,0,0
7,-8,0.8506117,7.0675974,29,0,1
8,-6,0.55,4.775,50,1,0
7,-7,0.53412056,5.8473597,80,0,1
3,-3,0.9648161,8.182493,84,0,1
8,-8,0.25,8.604,40,0,0
4,-6,0.26586723,5.6104937,80,1,1
4,-8,0.92,4.812,66,1,0
3,-7,0.94,6.735,45,1,0
3,-3,0.3994751,7.105591,88,1,1
7,-4,0.06,5.527,42,0,0
9,-8,0.13,8.926,16,0,0
6,-6,1.0,5.613,29,1,0
4,-2,0.49,4.407,88,0,0
7,-1,0.01,8.378,50,0,0
10,-7,0.72,4.378,82,1,0
5,-4,0.46730804,8.210188,81,1,1
8,-6,0.8739433,7.7704725,16,0,1
3,-3,0.23,8.985,13,0,1
5,-6,0.44506073,6.4855614,72,1,1
5,-7,0.41040516,6.536599,75,1,1
3,-4,0.59,4.082,39,0,0
8,-4,0.82,8.673,59,1,0
5,-7,0.07,4.757,70,0,1
8,-7,0.67,7.27,78,1,0
8,-6,0.8863449,7.055109,48,0,1
7,-4,0.9520674,6.82401,26,0,1
4,-8,0.02,7.211,16,0,1
6,-2,0.46,6.288,31,0,1
3,-6,0.07,8.625,28,0,1
3,-3,0.9643307,5.3709974,76,0,1
8,-4,0.7695122,8.3363,36,0,1
3,-6,0.31,6.621,64,0,0
8,-5,0.8568096,7.664171,25,0,1
10,-4,0.99,8.874,38,1,1
4,-3,0.43231773,7.018482,45,1,1
5,-6,0.6037035,4.241292,27,1,1
9,-4,0.6,7.818,14,0,0
8,-7,0.1,5.01,60,0,0
3,-7,0.19,7.379,32,0,0
9,-4,0.04,7.293,63,0,0
5,-2,0.31,5.556,50,0,1
5,-2,0.31,4.243,86,0,0
3,-8,0.87,4.279,25,0,0
6,-4,0.45,4.142,17,0,0
4,-3,0.74,6.728,18,0,0
6,-8,0.31859875,5.942317,74,1,1
9,-8,0.83,6.199,75,1,0
10,-3,0.13,4.938,50,1,0
6,-4,0.69,7.053,75,1,0
4,-5,0.45,6.957,16,0,0
4,-7,0.75567055,7.694354,80,0,1
6,-3,0.63,8.466,88,0,0
5,-5,0.8416357,8.903589,37,0,1
4,-8,1.0,5.727,44,1,0
5,-8,0.22,7.535,15,0,1
9,-6,0.39,7.105,55,0,0
10,-5,0.79,4.272,29,1,1
5,-3,0.44756985,4.8045893,83,1,1
9,-5,0.38,8.446,13,1,0
6,-6,0.4,5.55,25,0,1
5,-6,0.13,4.977,76,0,0
5,-5,0.25,8.719,43,0,1
3,-3,0.47,4.907,10,0,0
9,-7,0.97,8.396,11,1,0
3,-3,0.09,4.469,87,0,1
6,-6,0.82,5.354,79,1,0
6,-3,0.42117882,5.525963,74,1,1
5,-2,0.93301964,8.383804,72,0,1
6,-6,0.68,4.206,31,0,0
8,-3,0.94099617,7.1262255,49,0,1
5,-3,0.97588253,5.777624,14,0,1
10,-8,0.45,5.551,89,1,1
7,-7,0.41,8.095,54,0,0
5,-5,0.30218124,8.138145,62,1,1
9,-7,0.48,8.367,38,0,0
5,-4,0.76,5.174,62,1,0
10,-8,0.61,4.611,20,1,0
3,-6,0.9,5.806,56,1,0
9,-1,0.22,4.306,85,1,0
8,-8,0.78,8.133,33,1,0
9,-4,0.55,8.291,75,1,0
8,-2,0.119377136,8.965427,40,1,1
6,-4,0.5527296,7.6470222,29,0,1
10,-5,0.26,8.456,72,1,0
10,-1,0.71,4.747,54,1,1
7,-6,0.8506346,6.441126,26,0,1
5,-2,0.53,4.354,13,0,0
8,-4,0.33,8.685,29,0,0
10,-2,0.12,6.167,34,1,0
8,-4,0.08871746,5.406621,57,1,1
9,-1,0.12,5.651,33,1,0
4,-1,0.5969267,8.313572,67,0,1
7,-7,0.5524607,5.4931498,19,1,1
3,-4,0.6371212,5.403612,40,1,1
5,-1,0.71,4.014,17,0,0
7,-5,0.02,6.527,85,0,0
5,-5,0.53,6.29,71,0,0
6,-4,0.96,8.487,37,1,0
10,-4,0.49,7.837,77,1,0
5,-6,0.39,5.038,72,1,0
5,-8,0.61,5.025,72,1,0
5,-4,0.04,5.039,53,0,1
4,-4,0.47319698,4.0204096,65,1,1
3,-8,0.31,8.065,52,0,1
8,-2,0.07,7.541,24,0,0
7,-8,0.4386282,8.793646,32,1,1
7,-7,0.72214603,8.003103,32,0,1
3,-8,0.74,7.452,64,0,0
3,-6,0.26,4.044,16,0,1
3,-5,0.16,6.78,23,0,0
4,-2,0.82,6.314,60,1,0
5,-2,0.88680744,8.797562,81,0,1
3,-2,0.6019888,5.980031,73,1,1
3,-5,0.46196556,6.5733557,76,1,1
8,-5,0.020860672,8.376366,76,1,1
3,-8,0.65,5.526,63,0,0
3,-4,0.43,5.982,27,0,0
9,-5,0.2,5.908,47,1,0
5,-2,0.23,5.28,16,0,1
6,-6,0.45309353,7.586853,64,1,1
9,-4,0.1,8.552,38,0,0
7,-8,0.65629864,5.5342197,77,1,1
3,-8,0.81,7.636,23,0,0
8,-4,0.48851204,6.6257,67,0,1
8,-8,0.42,8.828,14,0,0
6,-7,0.58,7.657,50,1,0
7,-5,0.56728745,7.8865795,31,1,1
5,-1,0.53,4.82,69,0,0
4,-2,0.06,4.231,72,0,1
6,-3,0.99795055,5.817621,17,0,1
3,-5,0.67,6.461,21,0,0
7,-6,0.07,7.024,21,0,1
3,-6,0.08,6.578,53,0,1
10,-3,0.95,7.989,62,1,1
10,-2,0.76,8.812,64,1,1
8,-4,0.8749256,8.580654,31,0,1
3,-8,0.82,7.762,13,0,0
3,-5,0.09,5.639,34,0,1
7,-7,0.55,7.607,20,0,0
5,-1,0.81565,4.36761,64,0,1
9,-4,0.93,7.49,40,1,0
7,-5,0.1,6.833,64,0,0
3,-7,0.26,7.785,16,0,0
5,-5,0.93,5.899,44,1,0
9,-5,0.4,7.175,88,1,0
9,-2,0.88,7.356,42,1,0
10,-7,0.47,5.511,55,1,0
5,-2,0.13,6.828,72,0,1
6,-4,0.43,8.053,15,0,0
5,-7,0.33,6.666,29,0,0
5,-6,0.37465477,4.186548,83,0,1
4,-4,0.79,8.144,78,1,0
10,-4,0.78,6.772,89,1,0
10,-6,0.56,5.376,86,1,0
4,-4,0.39,8.903,14,0,0
5,-4,0.76,6.485,81,1,0
7,-3,0.7010689,8.358473,85,0,1
5,-2,0.59974,6.371561,49,1,1
4,-8,0.4393854,5.4258366,53,1,1
5,-6,0.89631844,4.281602,19,0,1
5,-3,0.46,6.599,56,0,0
8,-8,0.99,8.571,57,1,0
3,-4,0.24,6.488,45,0,0
6,-2,0.07,8.201,13,0,0
4,-7,0.53,6.723,66,0,0
5,-2,0.80528927,5.7534943,89,0,1
7,-3,0.36366653,4.609311,73,1,1
10,-1,0.21,6.77,24,1,0
4,-5,0.15,7.163,24,0,1
5,-4,0.17,7.528,28,0,1
3,-8,0.12,8.801,15,0,1
10,-4,0.74,4.99,46,1,1
7,-6,0.13,4.516,79,0,0
3,-1,0.74,8.278,48,0,0
8,-4,0.56494904,8.490938,72,0,1
7,-2,0.04,7.494,63,0,0
7,-4,0.9527731,4.233692,21,1,1
9,-2,0.89,5.332,88,1,0
5,-6,0.4454794,4.9301357,58,1,1
6,-7,0.38,6.046,20,0,0
5,-2,0.9624224,6.527178,62,0,1
7,-2,0.69131565,7.7713194,89,0,1
7,-3,0.525301,8.642895,33,1,1
6,-8,0.11,6.923,52,0,0
4,-6,0.4520731,7.902933,53,1,1
3,-8,0.01,8.047,85,0,1
6,-4,0.8,6.114,16,0,0
3,-3,0.24,5.687,81,0,0
8,-3,0.113734245,8.815199,43,0,1
10,-8,0.11,8.488,85,1,0
8,-5,0.97117615,8.533838,42,0,1
4,-7,0.26,8.542,26,0,1
3,-5,0.16,8.013,17,0,1
8,-1,0.033831596,7.8207636,83,0,1
4,-8,0.05,4.606,54,0,0
7,-8,0.14426422,4.9277563,87,1,1
3,-8,0.7797661,4.7653666,59,0,1
10,-6,0.42,7.353,74,1,0
5,-8,0.08,7.649,49,0,1
9,-3,0.42,8.143,89,1,0
4,-7,0.9591646,7.481962,45,0,1
5,-6,0.09,8.534,83,0,1
3,-4,0.68,6.676,39,0,0
5,-3,0.18,8.566,45,0,1
4,-2,0.31,4.638,33,0,0
3,-6,0.25,6.832,70,0,0
3,-8,0.35372448,5.567539,67,1,1
3,-3,0.57,7.137,10,0,1
6,-4,0.26,4.959,69,0,0
8,-3,0.7931738,4.219163,13,0,1
10,-8,0.23,8.778,18,1,0
6,-6,0.8866482,7.9184103,19,0,1
9,-8,0.7,5.229,71,1,0
9,-4,0.17,7.29,29,0,0
7,-5,0.1354332,4.5093527,74,1,1
5,-4,0.87,4.488,68,1,0
4,-6,0.64,7.111,27,0,0
3,-4,0.11,4.741,31,0,1
4,-4,0.34,4.297,18,0,1
3,-6,0.3,6.85,43,0,1
10,-3,0.18,7.78,18,1,0
7,-8,0.69,7.863,55,1,0
9,-2,0.35,4.037,39,0,0
7,-8,0.7300463,8.47262,65,0,1
5,-4,0.3850155,4.1472826,75,1,1
8,-5,0.19386482,7.7359877,32,1,1
5,-4,0.99,4.239,27,1,0
5,-1,0.57,4.388,57,0,0
6,-2,0.56,4.986,14,0,0
3,-8,0.74,4.905,50,0,0
8,-8,0.30803204,7.1054,20,1,1
7,-7,0.31075287,5.293379,78,1,1
4,-6,0.28,5.844,19,0,0
8,-7,0.38,7.42,79,0,0
5,-4,0.08,7.238,39,0,0
7,-2,0.75208664,7.566449,84,0,1
8,-5,0.11,7.402,24,0,0
5,-3,0.37,7.626,23,0,0
10,-3,0.21,8.33,40,0,0
8,-2,0.15845203,6.3813734,27,1,1
4,-4,0.3483677,5.1342764,72,1,1
9,-4,0.37,8.116,89,1,0
10,-8,0.54,6.891,21,1,0
6,-8,0.14200687,7.141143,86,1,1
5,-8,0.14,4.184,13,0,0
10,-3,0.8,7.274,73,1,0
10,-6,0.62,7.083,67,1,1
8,-7,0.51,4.07,32,0,0
4,-8,0.04,4.509,20,0,0
3,-3,0.19,7.43,56,0,0
10,-8,0.24,7.726,57,1,0
3,-8,0.1,4.406,79,0,1
9,-8,0.07205677,7.962021,23,1,1
4,-2,0.95,5.293,30,1,0
3,-6,0.75,4.005,53,0,0
7,-3,0.79741764,8.987648,70,0,1
3,-4,0.52303505,7.6534777,82,1,1
10,-5,0.45,5.473,77,1,0
6,-3,0.4635439,4.7802954,48,1,1
7,-2,0.12,6.649,77,0,0
7,-6,0.41830254,4.2428217,37,0,1
8,-2,0.16255188,7.2677,59,0,1
5,-6,0.18,4.539,59,0,0
6,-8,0.24439907,5.742234,85,1,1
5,-2,0.5009432,8.434628,73,1,1
10,-2,0.82,7.681,78,1,1
7,-5,0.607007,5.2693624,22,1,1
7,-7,0.82,8.48,51,1,0
5,-2,0.27,5.961,85,0,1
4,-2,0.49203014,8.709444,82,1,1
6,-5,0.08,6.23,83,0,0
3,-2,0.12,6.107,53,0,1
8,-4,0.89,7.062,78,1,0
4,-8,0.3771782,8.774271,82,1,1
4,-7,0.7161732,6.724722,78,0,1
9,-4,0.5,7.737,33,0,0
8,-6,0.9222288,8.969797,44,1,1
6,-4,0.4685135,6.936715,68,1,1
9,-1,0.19,5.268,22,0,0
7,-2,0.71,4.669,43,0,0
4,-4,0.87,5.36,22,0,0
3,-5,0.85,5.084,75,1,0
6,-3,0.1,8.776,33,0,1
4,-8,0.23854542,4.825672,54,0,1
5,-7,0.8187485,4.5269985,50,0,1
6,-7,0.33747578,6.066516,84,1,1
8,-2,0.16,7.245,41,0,0
9,-1,0.4,7.781,68,1,0
8,-5,0.0014228821,7.950412,60,1,1
9,-7,0.79,4.513,66,1,0
7,-5,0.31485176,4.3213797,81,1,1
3,-8,0.77,6.326,43,1,0
3,-5,0.02,5.571,67,0,0
5,-2,0.98,5.127,82,1,0
8,-4,0.18905735,5.6742687,17,1,1
5,-7,0.88,4.775,70,1,0
10,-3,0.91,5.018,47,1,0
9,-1,0.52,5.291,34,0,0
9,-1,0.47,7.759,34,1,0
6,-5,0.43,5.125,66,1,0
5,-6,0.86,7.951,77,1,0
9,-4,0.75,7.116,76,1,0
7,-7,0.9612551,5.7326317,37,0,1
5,-2,0.13,6.434,53,0,0
6,-6,0.5,6.227,59,0,0
5,-8,0.4088354,6.0109253,72,1,1
6,-5,0.32,7.422,53,0,1
6,-7,0.6050129,7.3503284,23,1,1
6,-4,0.11,5.179,78,0,1
7,-2,0.21,5.372,72,0,0
4,-2,0.7,6.249,85,1,0
5,-4,0.16,5.751,26,0,0
7,-5,0.0101614,6.99047,29,1,1
4,-3,0.4,6.656,50,0,0
8,-2,0.32628536,4.4756746,23,1,1
10,-8,0.33,7.539,74,1,0
3,-7,0.78,5.122,61,0,0
4,-1,0.4926691,6.509081,69,0,1
5,-3,0.36777115,7.697898,77,0,1
4,-2,0.8486366,4.639223,73,0,1
8,-2,0.34960556,8.85084,25,1,1
3,-6,0.59,6.846,89,1,0
3,-3,0.08,6.488,70,0,1
3,-7,0.5024805,6.7214146,66,1,1
5,-8,0.37789822,4.6755457,63,0,1
8,-6,0.17551422,6.539282,35,0,1
4,-5,0.5724211,7.3515053,60,1,1
5,-6,0.94,5.609,42,1,0
7,-6,0.86,4.862,78,1,0
10,-8,0.6,7.243,58,1,0
7,-2,0.56,8.866,21,0,1
6,-2,0.23,6.42,14,0,0
6,-8,0.19,5.36,21,0,0
7,-8,0.91,7.051,29,1,0
7,-1,0.5886154,5.9343643,31,1,1
6,-8,0.55,7.914,13,0,0
8,-1,0.21232319,8.469919,68,1,1
6,-4,0.52510166,4.11553,29,1,1
10,-4,0.98,6.119,79,1,1
4,-6,0.4424553,6.36351,37,1,1
7,-2,0.29531002,7.0443897,82,1,1
7,-2,0.35,4.252,77,0,0
10,-6,0.98,4.452,23,1,0
3,-1,0.42,6.192,22,0,0
6,-7,0.71846294,7.266364,83,0,1
8,-2,0.03,5.035,43,0,0
10,-2,0.95,4.703,42,1,1
3,-8,0.55,8.716,27,0,0
7,-7,0.58,8.875,60,1,0
6,-2,0.953866,6.997711,25,0,1
10,-8,0.5,5.18,57,1,1
8,-8,0.52,8.577,67,1,0
8,-4,0.79482174,8.331732,33,0,1
9,-4,0.84,4.525,28,1,0
5,-3,0.3817711,8.252674,51,1,1
8,-6,0.87,4.704,14,0,0
4,-2,0.16,5.816,81,0,1
8,-8,0.25,7.981,79,1,0
10,-3,0.22,6.459,55,1,0
4,-7,0.72,6.932,81,1,0
5,-2,0.89407825,4.940609,47,0,1
6,-7,0.4461155,8.531496,67,1,1
8,-3,0.8102093,4.332058,50,0,1
7,-5,0.5948944,7.2779484,15,0,1
10,-3,0.18,5.474,86,1,0
8,-3,0.2,4.973,26,0,0
6,-7,0.23,6.866,10,0,1
10,-1,0.46,8.642,53,1,0
6,-6,0.84246254,4.5513763,89,0,1
9,-8,0.98,4.807,22,1,0
7,-5,0.67,5.541,35,0,0
4,-5,0.36,5.753,27,0,1
10,-2,0.85,8.112,32,1,0
6,-8,0.1,5.64,30,0,1
5,-5,0.3515129,7.214017,87,0,1
3,-6,0.75,6.993,85,0,0
4,-2,0.49,6.756,12,0,1
3,-4,0.47619152,8.092304,87,1,1
4,-2,0.4588232,7.5749483,80,1,1
8,-6,0.42,6.038,14,0,0
5,-7,0.8121433,8.610996,82,0,1
6,-7,0.43145657,7.598069,65,1,1
6,-8,0.26,5.329,81,0,0
7,-6,0.50515175,8.582222,51,1,1
5,-7,0.25,6.254,72,0,0
8,-5,0.03976631,8.194727,66,1,1
6,-6,0.34262943,7.1917086,86,1,1
4,-5,0.7531071,8.015625,80,1,1
5,-4,0.45181942,8.536295,78,1,1
3,-7,0.62,8.351,54,0,0
5,-5,0.67,4.365,59,1,0
8,-8,0.94,8.126,66,1,0
8,-4,0.011396408,5.8830614,42,0,1
6,-4,0.8490391,8.180353,58,0,1
4,-3,0.23,8.248,80,0,0
7,-8,0.95,5.984,87,1,0
8,-8,0.15753937,7.069997,63,1,1
7,-5,0.43712807,5.3138638,45,1,1
7,-1,0.9300566,4.9166813,44,0,1
6,-4,0.23,8.437,35,0,0
8,-4,0.96,6.625,77,1,0
7,-8,0.85,7.828,38,1,0
6,-3,0.1,5.048,62,0,1
7,-6,0.5,6.227,54,0,0
8,-7,0.47,8.078,10,0,0
3,-3,0.56,5.985,47,0,0
7,-7,0.26602554,8.1921215,88,1,1
3,-6,0.3,5.723,60,0,0
5,-4,0.5106354,5.0449295,61,1,1
4,-7,0.16,6.803,72,0,0
4,-7,0.83,8.174,77,1,0
8,-2,0.61,7.427,19,0,0
8,-5,0.0947876,6.896637,77,0,1
10,-8,0.7,6.352,60,1,1
3,-5,0.55,4.501,61,1,0
5,-8,0.05,6.25,22,0,0
7,-2,0.71,6.978,64,1,0
7,-6,0.12,7.509,12,0,1
3,-3,0.38,8.065,46,0,1
6,-4,0.5772438,8.540047,24,1,1
4,-6,0.7663841,4.226156,46,0,1
8,-2,0.84,4.593,79,1,0
6,-8,0.79,4.733,87,1,0
5,-5,0.12,7.92,58,0,1
8,-2,0.58,8.947,22,0,0
5,-6,0.78,4.493,14,0,0
4,-4,0.21,8.559,49,0,0
5,-4,0.1,8.662,23,0,0
7,-8,0.42155266,8.121344,41,1,1
5,-5,0.51,7.771,16,0,0
7,-2,0.572361,7.4444656,51,1,1
4,-8,0.32104397,4.4625187,56,1,1
6,-2,0.37,6.232,88,0,0
9,-4,0.84,7.853,66,1,0
5,-1,0.12,4.626,77,0,0
6,-8,0.39959908,7.833007,42,0,1
3,-6,0.77,5.574,81,1,0
5,-3,0.6105108,4.7000256,24,1,1
6,-2,0.08,4.172,10,0,0
6,-4,0.12,7.484,35,0,1
5,-8,0.65,6.997,82,1,0
8,-7,0.56889725,5.2773895,45,0,1
7,-5,0.9311352,6.6332684,13,0,1
8,-7,0.038621902,7.7080307,43,1,1
7,-2,0.86255074,5.8041506,60,0,1
7,-8,0.91453075,6.0429354,20,0,1
3,-6,0.4235325,4.432968,87,1,1
5,-5,0.4016981,6.348423,80,0,1
9,-4,0.69,5.309,35,1,0
4,-7,0.3677044,7.3342094,71,1,1
5,-3,0.44743347,7.6467304,79,1,1
9,-5,0.9,7.959,52,1,0
10,-2,0.93,7.699,80,1,1
4,-7,0.76,7.875,39,1,0
4,-6,0.34,6.829,52,0,0
4,-2,0.6898556,4.287141,79,0,1
9,-4,0.9,5.113,64,1,0
3,-8,0.63,4.421,21,0,0
3,-3,0.89,5.071,52,1,0
3,-4,0.67,7.973,34,0,0
8,-7,0.7849293,5.5499887,19,0,1
6,-8,0.4912033,7.3887796,27,0,1
8,-4,0.27,6.929,28,0,0
5,-4,0.85,5.632,54,1,0
6,-5,0.7930727,4.046254,67,1,1
9,-2,0.94,6.169,68,1,0
3,-1,0.86,4.046,24,0,0
10,-2,0.33,5.512,82,1,0
7,-2,0.54530525,7.9985237,51,1,1
8,-7,0.9152851,7.219718,39,0,1
7,-2,0.9048233,6.879815,36,0,1
4,-2,0.43,5.691,47,0,0
3,-2,0.44,7.064,15,0,0
6,-7,0.75950146,7.175205,68,0,1
3,-6,0.63,4.46,44,0,0
7,-6,0.32268047,7.639451,82,1,1
4,-5,0.44749165,5.981164,69,1,1
6,-4,0.49157047,6.241951,37,1,1
10,-8,0.36,7.474,10,0,0
3,-6,0.61,8.012,40,0,0
8,-8,0.91714954,7.0778685,37,0,1
3,-8,0.5826721,6.8324223,58,1,1
5,-2,0.58,4.088,46,0,0
5,-4,0.13,8.941,27,0,1
7,-2,0.46,6.88,57,0,0
6,-7,0.3007393,4.401389,79,1,1
4,-5,0.9724798,6.242593,58,0,1
4,-3,0.7661123,5.552044,87,0,1
6,-2,0.4,5.018,37,0,0
4,-6,0.66,6.954,64,1,0
9,-2,0.68,7.49,30,1,0
6,-6,0.81,7.238,13,0,0
6,-8,0.31934452,4.841835,74,1,1
4,-4,0.8775072,8.639029,60,0,1
3,-3,0.63,4.182,22,0,0
3,-8,0.84,8.028,70,0,0
5,-5,0.85,7.19,88,1,0
8,-8,0.36,5.307,17,0,0
7,-1,0.51718044,6.241417,59,1,1
6,-2,0.07,7.181,71,0,0
6,-3,0.38612843,6.4109755,89,1,1
9,-5,0.08094978,8.479687,22,1,1
5,-3,0.81,6.308,22,0,0
3,-3,0.24,5.639,31,0,0
7,-5,0.18723679,4.7687864,88,1,1
6,-8,0.90509224,6.0089273,49,0,1
7,-8,0.8683491,4.6900234,19,0,1
7,-2,0.8426266,4.3730736,23,0,1
9,-3,0.35,8.385,60,1,0
10,-8,0.81,4.858,58,1,1
8,-7,0.07725811,4.7019625,72,1,1
9,-4,0.62,8.26,40,1,0
4,-3,0.36,8.6,59,0,0
7,-5,0.43,6.797,67,1,0
8,-7,0.76,7.461,77,1,0
6,-8,0.3957367,7.8884296,51,0,1
8,-8,0.01,6.143,77,0,0
6,-7,0.9853239,7.2748003,39,1,1
7,-7,0.30477715,5.2253294,70,1,1
3,-8,0.802022,7.288332,81,0,1
4,-3,0.83,6.888,67,1,0
4,-6,0.37916374,4.224332,67,1,1
5,-8,0.81,5.363,71,1,0
5,-7,0.25630665,7.556858,60,1,1
5,-2,0.3,7.12,14,0,0
8,-8,0.73,8.826,57,1,0
8,-8,0.28,5.645,79,0,0
5,-7,0.13,6.448,39,0,0
6,-2,0.46472645,6.7031336,57,1,1
3,-4,0.48,4.641,53,0,0
9,-1,0.29,5.374,87,1,0
7,-4,0.25,8.378,56,0,0
4,-7,0.69,7.058,30,1,0
5,-8,0.92846394,7.142209,48,0,1
7,-4,0.89443016,4.9975815,36,0,1
3,-1,0.28,4.966,12,0,1
4,-7,0.02,6.232,63,0,1
10,-8,0.77,7.018,61,1,1
8,-3,0.98,8.625,25,1,0
3,-4,0.77,5.308,21,1,0
6,-4,0.24,6.844,55,0,1
9,-7,0.65,4.304,57,0,0
6,-3,0.6310997,7.612301,89,0,1
5,-7,0.75,8.66,28,0,0
6,-8,0.13,6.934,27,0,0
8,-5,0.72022057,5.90182,39,0,1
4,-4,0.45039082,6.9656496,87,1,1
3,-2,0.35,8.883,66,0,0
3,-6,0.28,4.831,60,0,1
8,-6,0.1327591,8.631918,44,1,1
7,-1,0.19,6.862,44,0,0
8,-6,0.14326954,7.120329,52,1,1
9,-4,0.29,8.922,67,0,0
4,-8,0.9852743,6.707924,38,0,1
6,-6,0.5830946,6.5965776,76,0,1
5,-7,0.35988522,5.4707108,75,1,1
3,-5,0.4495468,5.1499367,59,1,1
7,-3,0.01,8.473,24,0,1
5,-8,0.7587786,4.7925177,61,1,1
3,-6,0.58898926,7.392208,52,1,1
4,-5,0.17,4.777,51,0,0
5,-6,0.4179678,7.4342146,45,1,1
8,-7,0.93,5.854,52,1,0
4,-4,0.47,8.805,18,0,1
8,-2,0.0,5.795,86,0,0
6,-8,0.39,8.475,61,0,0
4,-3,0.07,7.134,71,0,1
3,-2,0.85,8.763,27,0,0
5,-1,0.19,8.237,76,0,1
5,-8,0.06,4.047,69,0,0
9,-5,0.12936497,8.02721,14,0,1
6,-6,0.38790035,8.25671,80,1,1
5,-2,0.96213627,6.8364267,24,1,1
10,-3,0.73,7.429,57,1,0
10,-3,0.3,7.904,64,1,0
4,-5,0.14,8.537,15,0,0
5,-5,0.01,4.884,60,0,1
5,-7,0.85,4.378,63,1,0
9,-4,0.81,5.585,39,1,0
3,-4,0.97,4.082,17,1,0
5,-4,0.87,4.121,62,1,0
5,-4,0.57,8.14,45,0,0
5,-2,0.58,6.427,37,0,0
3,-5,0.46,6.827,72,0,0
4,-4,0.931283,4.341234,48,0,1
8,-8,0.74,7.962,54,1,0
10,-8,0.12,4.837,59,1,0
8,-6,0.01366806,7.335374,54,1,1
3,-4,0.32,8.649,46,0,1
9,-8,0.62,5.807,77,1,0
5,-4,0.72614384,6.8937054,87,0,1
5,-3,0.9930477,7.7025986,22,0,1
6,-3,0.45,7.632,63,0,0
8,-4,0.84114647,6.244831,46,0,1
5,-7,0.23,6.609,14,0,0
4,-5,0.12,5.717,45,0,1
5,-3,0.6405029,6.6077967,44,1,1
4,-2,0.35,7.704,35,0,0
3,-4,0.06,5.479,77,0,0
8,-6,0.106946945,8.702297,50,1,1
4,-2,0.91,4.57,66,1,0
5,-4,0.37403297,8.267218,89,1,1
6,-3,0.31,4.287,78,0,0
4,-2,0.36,6.427,70,0,0
6,-8,0.38,5.52,55,0,0
10,-5,0.84,5.094,29,1,0
9,-3,0.08,4.105,33,0,0
5,-1,0.72,8.449,31,0,0
6,-7,0.19,6.218,80,0,1
6,-5,0.85,4.956,71,1,0
4,-8,0.62,8.344,81,1,0
4,-6,0.8,5.603,66,1,0
3,-3,0.78,4.803,59,0,0
3,-7,0.54,7.317,41,0,0
8,-5,0.09512329,7.159791,32,1,1
3,-6,0.54839325,8.326853,48,1,1
